id,ma_cam_bien,luu_luong_khai_thac
095a3cc4-a30a-45a9-8e57-544a59fbec0a,CB-KTN-368,44000
5429966a-9b11-42e7-bc00-88266f1c97f8,CB-KTN-369,44000
b4412d27-73ae-44ab-8384-ff05311cf252,CB-KTN-370,44000
858fc415-ad7e-4d4c-a0c6-4424facda986,CB-KTN-371,44000
44716427-99d4-4cc9-84fd-a14160ab9771,CB-KTN-372,44000
52f18a6d-5d11-48b1-9ee3-5cd01085c558,CB-KTN-373,10000
02363444-d09c-40e9-9d13-78d819c7174c,CB-KTN-374,950
584ee175-9944-4e69-bb55-0a95da1913ff,CB-KTN-375,1500
9c15b629-4647-4e23-aec1-661d78a9dea9,CB-KTN-376,10000
c982ad17-8dd6-4717-85bf-e4a30a6ea539,CB-KTN-377,
e5b15204-f779-49c7-a14c-77e2a962d78f,CB-KTN-378,
19024b22-4d92-403b-95d5-137d8784ddd4,CB-KTN-379,
c37f26b5-c1a0-4999-b880-b9e6b28d7a5b,CB-KTN-380,288
20f66038-9815-46c5-90d3-884d183f34a4,CB-KTN-381,
d34aa878-ed45-411a-967d-db3b87ebae15,CB-KTN-382,288
b802d74c-d549-4215-9084-31a6e8a5abaf,CB-KTN-383,
1767c562-329c-4ed2-a1f8-169abc9c2c73,CB-KTN-384,288
e3565cc0-cc58-4c93-b00e-beddeba61a99,CB-KTN-385,288
4f685257-9ca3-4ae1-be4e-4c670e379537,CB-KTN-386,288
34a54187-485c-4ea8-a77e-4b05e2af036a,CB-KTN-387,
688de6ff-b96b-4efe-8c9a-d63d8edc9577,CB-KTN-388,120
cdd051b3-01cd-4239-864c-df50db070129,CB-KTN-389,120
b03f8e69-2412-48db-bb59-86ca36fc62df,CB-KTN-390,180
854eaea5-3003-4e9f-9964-768199e69d92,CB-KTN-391,192
27667c76-62cb-4a83-9a29-b5ec7d73fe82,CB-KTN-392,120
892207f9-a1bc-43dc-a18f-39ab9a32c136,CB-KTN-393,120
fa9c8789-1f8f-45ff-979c-b7aecb965cf2,CB-KTN-394,100
1e38c5f0-068f-4e43-8a58-176e9bd3ce0e,CB-KTN-395,100
1f33f6cf-585f-48f6-93c0-0db0680af2a3,CB-KTN-396,120
5ddb2dd8-4204-4286-afb0-f3d53631b067,CB-KTN-397,180
f91ac39f-7deb-4898-899d-baca9e8d9691,CB-KTN-398,120
148cbc8d-4ff1-400c-aab8-6d723de112be,CB-KTN-399,120
7cc805ae-a819-4e60-b67f-8847924c2dda,CB-KTN-400,100
3f4a6f7b-faab-43eb-8e0e-345c8a95130c,CB-KTN-401,100
c3239090-3d20-44c9-accd-6bd33c7def26,CB-KTN-402,120
44d62405-88d2-456e-9929-d0bb1553ebf6,CB-KTN-403,240
59a16534-e736-4bce-b106-dc2b075276fe,CB-KTN-404,240
4bfa02fc-d371-4d3d-a955-326d7370d683,CB-KTN-405,288
9af77f1b-fd0f-4317-8e5e-dedc3f7b1ece,CB-KTN-406,250
d4a16e63-79f1-4c06-8247-6f86259bc590,CB-KTN-407,250
d07cb38f-5954-4329-a596-a991e63eda1e,CB-KTN-408,180
1f4b1b5d-91ff-4f26-afc1-7756fd601368,CB-KTN-409,800
b79acf16-d134-4336-88c7-23017c777246,CB-KTN-410,150
4e5b2032-2e78-4cf0-99ef-e870672e63ff,CB-KTN-411,250
94f64a2a-777f-4c49-907d-3dcc815d86de,CB-KTN-412,180
7822337d-cc4a-4906-b597-3a81c010ca39,CB-KTN-413,240
40efffdb-ab93-4b12-ac57-6de8d46c2aca,CB-KTN-414,120
5a604a4f-4119-4d1f-9dc9-ee582c27e240,CB-KTN-415,1200
97446fd1-7c2c-43fa-ab5a-bae01375ced5,CB-KTN-416,200
a1174ca3-4806-49fe-a42e-7d7610b02a38,CB-KTN-417,130
c5f19710-9b91-46e3-96a7-43de15bf3401,CB-KTN-418,150
e806cecb-46ad-49e9-94b1-a85c8f952d31,CB-KTN-419,200
e17c7472-ec04-49e2-8fda-414ced3a47b1,CB-KTN-420,100
b2f85fb6-154e-4dbb-8b82-e5f0d6b4ba93,CB-KTN-421,120
d1b4d9ee-9707-41b3-8fae-6c7db6410a0d,CB-KTN-422,150
1559eed7-e63d-48ac-b0e5-464c5ad372f2,CB-KTN-423,100
f0240a6f-0469-4853-b969-fe6ff2b068e9,CB-KTN-424,200
d8174f2d-8d4f-4555-af3f-a0465f25328a,CB-KTN-425,180
03a9e2c9-a3bc-4cb3-80cc-c7ed8966a7a6,CB-KTN-426,200
4e83c691-0677-4efa-ae1d-cbbbfb75887b,CB-KTN-427,720
be349889-f553-44bd-bd4c-ca4e22e8b01c,CB-KTN-428,720
a3fb8642-7f01-4009-9255-34d93a7f220f,CB-KTN-429,150
a59b239e-88e1-4cc1-949e-7325034b306c,CB-KTN-430,300
f4dd5443-9931-49b8-9dfc-3c3edf729b53,CB-KTN-431,150
a1ef6141-28eb-42b6-b634-6a736545aac5,CB-KTN-432,200
e7da80aa-9813-4198-9c39-c8bbb95020e0,CB-KTN-433,480
64b44e81-d164-4c79-9882-1461dbefe0aa,CB-KTN-434,100
ee78c8d7-8eff-4437-aa50-64887beca004,CB-KTN-435,150
0788f48b-d007-4c1f-acab-06fe4fb7dcd3,CB-KTN-436,120
6682e8d6-187c-4f53-8eb4-883880e52a31,CB-KTN-437,200
a28d31f6-efb5-4b54-8071-7692305d67b4,CB-KTN-438,280
df81c8f0-d7ce-44c3-b10e-7ef5a42db1a0,CB-KTN-439,1000
6d00323c-1439-4557-83cd-1f403ed42f8b,CB-KTN-440,120
df6580ad-abd8-4396-ac15-5c606c6f4183,CB-KTN-441,100
e2540d65-859f-4234-9aac-6dd002b3d62d,CB-KTN-442,150
433fb9a6-2ac0-41c5-97af-876e270c3425,CB-KTN-443,100
6ea6dc80-55a6-41d1-8050-f5f23886910e,CB-KTN-444,100
7f39c1da-8f36-4ee6-9ba0-eee41d2feb0b,CB-KTN-445,100
78f8870f-9511-4a0a-a9c5-b36206efa280,CB-KTN-446,
" Cần Thơ""",CB-KTN-447,
fa5f630d-5ef2-40f2-9836-fa65957d183d,CB-KTN-448,
" Cần Thơ""",CB-KTN-449,
e95e83c5-16c7-4ead-a14a-466b2f8babad,CB-KTN-450,14000
d114fc1c-cea6-45a8-92be-3d10832ab9fb,CB-KTN-451,
"Cái sắn""",CB-KTN-452,
9d0c73ec-5238-4b78-8578-c1d417f52a3d,CB-KTN-453,500
229554d7-7d63-476d-b3be-2fc175aac73b,CB-KTN-454,150
2bb2f49a-e5e2-4fa0-aeb2-e6f5d4fc2054,CB-KTN-455,5000
dddca06b-a003-4c3f-88cb-765a1c50ecb4,CB-KTN-456,
"Cái sắn""",CB-KTN-457,
e56e2cab-6abc-4674-8cca-112f1976f408,CB-KTN-458,150
9be3abfc-c2f8-498d-a9c8-8863d748b738,CB-KTN-459,150
ef88400e-9c1d-4a4f-baa4-9a5cad534733,CB-KTN-460,
"Ô Môn""",CB-KTN-461,
16d30312-38f3-486d-a117-c9375388cbf1,CB-KTN-462,350
5803e500-3eb3-4992-88fd-b7033be304e4,CB-KTN-463,
"Ô Môn""",CB-KTN-464,
7754c66b-ef13-4efe-87bc-466c42cba9e6,CB-KTN-465,10000
cb7bf222-deff-4a33-a53c-a996e5be655b,CB-KTN-466,1500
a4f4b552-b26c-4f37-9d36-b3d2172013ea,CB-KTN-467,25000
7a6d8f06-5bf2-4aff-83dd-838766c1a114,CB-KTN-468,25000
dbd02cb9-b418-4a27-b070-b6c0eb585cc8,CB-KTN-469,370
f233139e-c9fe-410f-af19-4868b69a33ef,CB-KTN-470,
"Khai Luông""",CB-KTN-471,
c5ceb8ad-360f-42bd-8ac3-6ab1281916b3,CB-KTN-472,
"Khai Luông""",CB-KTN-473,
7b576c6f-3264-401f-8ee2-ad4c1e3f5a3d,CB-KTN-474,28000
5ae24206-9641-4dbc-ab6b-8dedcdfa405c,CB-KTN-475,700
b4d6fb3a-f121-41bd-9ca2-d4b70be484ad,CB-KTN-476,480
159d1de4-dcd3-466d-8387-65286f7531f0,CB-KTN-477,300
e9f4cf3f-a297-48de-be3f-12287a0cb98a,CB-KTN-478,9000
3f5c787b-2403-4ca4-9350-bf6e6ea21853,CB-KTN-479,6600
777d04cf-133e-4534-9bdd-425b2a7399c1,CB-KTN-480,5000
1afe3c77-d568-4be8-ba31-937ef1757769,CB-KTN-481,5000
cb2c8598-3a2a-4be3-8d0f-3d0141a6cc9f,CB-KTN-482,10000
e3ff46b4-75ae-445b-b050-8ebbcb100e11,CB-KTN-483,15000
84fb3f0b-cb69-4934-865f-d2b5b41756ed,CB-KTN-484,5000
34a8e4c9-5681-4d5e-9d0c-90affe5d32a6,CB-KTN-485,400
68edb77e-ca23-43ef-9951-fc2bdab2cf7d,CB-KTN-486,2000
b248092d-c64b-4cea-9b59-33745959fb6b,CB-KTN-487,800
d63d9f6a-00a4-4b64-a961-019bb4dba4be,CB-KTN-488,200
323b55bf-295c-4133-807f-2a9c0c199b6f,CB-KTN-489,30000
f3043858-92ef-4298-9d2c-3a321bffe55b,CB-KTN-490,9572
cb16c125-a4f4-4fb7-b5f5-39ca3a74db0b,CB-KTN-491,
5ca270d8-fcbd-4928-a7e6-d4dd95c6c685,CB-KTN-492,
aa07f692-2665-45b4-8cc1-b252bf7624ef,CB-KTN-493,
3c920b53-0253-4815-b49e-c8ea9e2be202,CB-KTN-494,
066fcd31-b78a-4771-8aef-57bfae2778ec,CB-KTN-495,
2b2de6bd-dcc8-47f0-b6cc-d5fa9fb1015e,CB-KTN-496,
353751c7-e070-4bdc-bfa6-6878ae603cf4,CB-KTN-497,
e87dfb19-1a62-4e22-801d-6fd94cb751c1,CB-KTN-498,288
ce342f7a-30c6-43f5-ad15-a128e4d141a6,CB-KTN-499,
2e1a858c-28ea-46b0-b431-6911698e6bfd,CB-KTN-500,500
5fc611d6-b21f-43b0-826a-3da829f26094,CB-KTN-501,
c38a1b51-0401-428e-a9d3-c5a6496bd81e,CB-KTN-502,500
1388a337-aeb6-4728-a1e5-f51484c8359f,CB-KTN-503,
0ed93117-dbfb-462d-984f-06ba9020b2ea,CB-KTN-504,288
c3cb9d8c-4400-4e87-a05c-d7e8fe0807d8,CB-KTN-505,
b3504209-ebd4-475a-9bd3-942728bc2996,CB-KTN-506,288
d46652fc-1c41-4ef9-a3c2-0a2995c72c1c,CB-KTN-507,
e96c75a8-ace9-4ca1-9c56-6579adc6627d,CB-KTN-508,288
3ed0601f-115e-4150-807f-37cd1957f953,CB-KTN-509,
3f97fc80-e43a-4e12-a2e1-95bfec2027d9,CB-KTN-510,
